Date,Close,returns,Volume,Volume_lag_1,volatility_lag_10,SMA_10,SMA_20,RSI_14,Lag_1,Lag_2,Lag_3
2005-02-02,1193.18994140625,0.003177968167360712,1561740000,1681980000.0,0.006390126141388547,-0.0005323146963818082,-0.000509692320200339,56.85135041573585,0.006890900906523889,0.008460280617075266,-0.0027159876922616677
2005-02-03,1189.8900146484375,-0.002765634073250145,1554460000,1561740000.0,0.005627112868037907,0.0007344926198016744,0.0002327740594950667,49.54574381243469,0.003177968167360712,0.006890900906523889,0.008460280617075266
2005-02-04,1203.030029296875,0.01104304976651127,1648160000,1554460000.0,0.004968405442223739,0.001236228822069707,0.0002758844864924337,53.58613096858362,-0.002765634073250145,0.003177968167360712,0.006890900906523889
2005-02-07,1201.719970703125,-0.0010889658294861437,1347270000,1648160000.0,0.005047804987213647,0.0029820153960565367,0.0006527440706203091,53.11247399976614,0.01104304976651127,-0.002765634073250145,0.003177968167360712
2005-02-08,1202.300048828125,0.00048270656986804106,1416170000,1347270000.0,0.004748375274492182,0.0032258973872996586,0.0006698543081858577,43.980152622955615,-0.0010889658294861437,0.01104304976651127,-0.002765634073250145
2005-02-09,1191.989990234375,-0.00857527919407397,1511040000,1416170000.0,0.004814360169043442,0.0028737354617139666,0.000522850999770208,56.943996354422396,0.00048270656986804106,-0.0010889658294861437,0.01104304976651127
2005-02-10,1197.010009765625,0.004211461146802931,1491670000,1511040000.0,0.005942241479184561,0.001531796081962622,0.0003990653961104096,49.49956697553081,-0.00857527919407397,0.00048270656986804106,-0.0010889658294861437
2005-02-11,1205.300048828125,0.00692562217096504,1562300000,1491670000.0,0.005983922266033809,0.0019120500385070183,0.00041056825943450723,55.86579539458228,0.004211461146802931,-0.00857527919407397,0.00048270656986804106
2005-02-14,1206.1400146484375,0.0006968935420927913,1290180000,1562300000.0,0.005931900944965008,0.002876211024829689,0.0011883556583503984,55.78140396221542,0.00692562217096504,0.004211461146802931,-0.00857527919407397
2005-02-15,1210.1199951171875,0.0032997665448568636,1527080000,1290180000.0,0.005619683788848417,0.0020998723173314415,0.0009229723575126025,48.144020339266405,0.0006968935420927913,0.00692562217096504,0.004211461146802931
2005-02-16,1210.3399658203125,0.00018177594289214838,1490100000,1527080000.0,0.005389534917001921,0.001740758881164739,0.0006042220923914654,49.15019777746596,0.0032997665448568636,0.0006968935420927913,0.00692562217096504
2005-02-17,1200.75,-0.007923365410653749,1580120000,1490100000.0,0.00538403937660137,0.0014411396587178827,0.0010878161392597785,49.87317093522062,0.00018177594289214838,0.0032997665448568636,0.0006968935420927913
2005-02-18,1201.5899658203125,0.0006995343079845284,1551200000,1580120000.0,0.006039018599321636,0.0009253665249775222,0.0010807976735236146,47.24559493080033,-0.007923365410653749,0.00018177594289214838,0.0032997665448568636
2005-02-22,1184.1600341796875,-0.014505723363565037,1744940000,1551200000.0,0.004890039372673971,-0.00010898502087515194,0.0014365151875906923,45.78104778602654,0.0006995343079845284,-0.007923365410653749,0.00018177594289214838
2005-02-23,1190.800048828125,0.005607362566527829,1501090000,1744940000.0,0.006695912018591972,-0.0014506607742830412,0.0008876183065083087,39.870047578020554,-0.014505723363565037,0.0006995343079845284,-0.007923365410653749
2005-02-24,1200.199951171875,0.007893770539395328,1518750000,1501090000.0,0.007047211537828364,-0.0009381951746170625,0.0009677701435484521,50.995564999289,0.005607362566527829,-0.014505723363565037,0.0006995343079845284
2005-02-25,1211.3699951171875,0.00930681919658971,1523680000,1518750000.0,0.006988278442196449,0.0007087097987298674,0.0011202529403462446,54.50320085905442,0.007893770539395328,0.005607362566527829,-0.014505723363565037
2005-02-28,1203.5999755859375,-0.006414241365205964,1795480000,1523680000.0,0.007443015153048558,0.0012182456037085454,0.0015651478211077818,49.18069875422869,0.00930681919658971,0.007893770539395328,0.005607362566527829
2005-03-01,1210.4100341796875,0.0056580747190815295,1708060000,1795480000.0,0.007501642673814915,-0.00011574074990855499,0.001380235137460567,47.56941179183977,-0.006414241365205964,0.00930681919658971,0.007893770539395328
2005-03-02,1210.0799560546875,-0.00027269942885399523,1568540000,1708060000.0,0.0077221688372627745,0.0003803773677903188,0.0012401248425608802,52.155546614000855,0.0056580747190815295,-0.006414241365205964,0.00930681919658971
2005-03-03,1210.469970703125,0.0003223048580269783,1616240000,1568540000.0,0.007654442782408865,2.313077041923295e-05,0.000881944825791986,53.550523980360595,-0.00027269942885399523,0.0056580747190815295,-0.006414241365205964
2005-03-04,1222.1199951171875,0.009624381187494757,1636820000,1616240000.0,0.0076548953892909355,3.718366193271594e-05,0.0007391616603252993,48.143224137569675,0.0003223048580269783,-0.00027269942885399523,0.0056580747190815295
2005-03-07,1225.31005859375,0.0026102702593100435,1488830000,1636820000.0,0.007638560688875381,0.0017919583217475665,0.0013586624233625443,51.21219900802538,0.009624381187494757,0.0003223048580269783,-0.00027269942885399523
2005-03-08,1219.4300537109375,-0.004798789368921641,1523090000,1488830000.0,0.0076320933315428925,0.001983031916880118,0.000937023448002483,50.853408463182895,0.0026102702593100435,0.009624381187494757,0.0003223048580269783
2005-03-09,1207.010009765625,-0.01018512206380029,1704970000,1523090000.0,0.005665992411738877,0.0029537253163444575,0.0007515322710307081,46.536362048458756,-0.004798789368921641,0.0026102702593100435,0.009624381187494757
